,연도,월,요일,노선명,전염병,승하차총승객수
3593,2016,11,3,7,0,6658168.0
3594,2016,11,3,8,0,1594323.0
3595,2016,11,3,9,0,2505339.0
3611,2016,11,4,1,0,2470163.0
3612,2016,11,4,2,0,13825367.0
3613,2016,11,4,3,0,4984914.0
3614,2016,11,4,4,0,5458611.0
3615,2016,11,4,5,0,5385913.0
3616,2016,11,4,6,0,3191719.0
3617,2016,11,4,7,0,6475709.0
3618,2016,11,4,8,0,1543790.0
3619,2016,11,4,9,0,2353776.0
3635,2016,11,5,1,0,3064139.0
3636,2016,11,5,2,0,17142347.0
3637,2016,11,5,3,0,6205793.0
3638,2016,11,5,4,0,6836635.0
3639,2016,11,5,5,0,6788241.0
3640,2016,11,5,6,0,4022492.0
3641,2016,11,5,7,0,8125916.0
3642,2016,11,5,8,0,1939347.0
3643,2016,11,5,9,0,2922408.0
3659,2016,11,6,1,0,3029812.0
3660,2016,11,6,2,0,17004789.0
3661,2016,11,6,3,0,6142357.0
3662,2016,11,6,4,0,6766898.0
3663,2016,11,6,5,0,6707743.0
3664,2016,11,6,6,0,4007221.0
3665,2016,11,6,7,0,8113130.0
3666,2016,11,6,8,0,1930827.0
3667,2016,11,6,9,0,2916301.0
3683,2016,11,7,1,0,2402287.0
3684,2016,11,7,2,0,13299541.0
3685,2016,11,7,3,0,4842933.0
3686,2016,11,7,4,0,5261928.0
3687,2016,11,7,5,0,5285881.0
3688,2016,11,7,6,0,3106435.0
3689,2016,11,7,7,0,6440908.0
3690,2016,11,7,8,0,1513352.0
3691,2016,11,7,9,0,2306236.0
3707,2016,12,1,1,0,1492098.0
3708,2016,12,1,2,0,7901350.0
3709,2016,12,1,3,0,2878461.0
3710,2016,12,1,4,0,3299253.0
3711,2016,12,1,5,0,2780301.0
3712,2016,12,1,6,0,1803729.0
3713,2016,12,1,7,0,3466101.0
3714,2016,12,1,8,0,872067.0
3715,2016,12,1,9,0,1255731.0
3731,2016,12,2,1,0,3590289.0
3732,2016,12,2,2,0,14279050.0
3733,2016,12,2,3,0,5795480.0
3734,2016,12,2,4,0,5989419.0
3735,2016,12,2,5,0,5685162.0
3736,2016,12,2,6,0,3250372.0
3737,2016,12,2,7,0,5900061.0
3738,2016,12,2,8,0,1470783.0
3739,2016,12,2,9,0,2199841.0
3755,2016,12,3,1,0,3192756.0
3756,2016,12,3,2,0,18242622.0
3757,2016,12,3,3,0,6636496.0
3758,2016,12,3,4,0,7064446.0
3759,2016,12,3,5,0,6899985.0
3760,2016,12,3,6,0,4055440.0
3761,2016,12,3,7,0,8163978.0
3762,2016,12,3,8,0,1988603.0
3763,2016,12,3,9,0,3131726.0
3779,2016,12,4,1,0,3038260.0
3780,2016,12,4,2,0,17473612.0
3781,2016,12,4,3,0,6308463.0
3782,2016,12,4,4,0,6807734.0
3783,2016,12,4,5,0,6777962.0
3784,2016,12,4,6,0,3912770.0
3785,2016,12,4,7,0,8002694.0
3786,2016,12,4,8,0,1941605.0
3787,2016,12,4,9,0,2988748.0
3803,2016,12,5,1,0,2432601.0
3804,2016,12,5,2,0,13927368.0
3805,2016,12,5,3,0,5060659.0
3806,2016,12,5,4,0,5459583.0
3807,2016,12,5,5,0,5475288.0
3808,2016,12,5,6,0,3152899.0
3809,2016,12,5,7,0,6421640.0
3810,2016,12,5,8,0,1556237.0
3811,2016,12,5,9,0,2387537.0
3827,2016,12,6,1,0,2468619.0
3828,2016,12,6,2,0,13858364.0
3829,2016,12,6,3,0,5035276.0
3830,2016,12,6,4,0,5465015.0
3831,2016,12,6,5,0,5454178.0
3832,2016,12,6,6,0,3134181.0
3833,2016,12,6,7,0,6443631.0
3834,2016,12,6,8,0,1544377.0
3835,2016,12,6,9,0,2373717.0
3851,2016,12,7,1,0,2401685.0
3852,2016,12,7,2,0,13463165.0
3853,2016,12,7,3,0,4884290.0
3854,2016,12,7,4,0,5260601.0
3855,2016,12,7,5,0,5276941.0
3856,2016,12,7,6,0,3024736.0
3857,2016,12,7,7,0,6307033.0
3858,2016,12,7,8,0,1514350.0
3859,2016,12,7,9,0,2308642.0
3875,2017,1,1,1,0,1581993.0
3876,2017,1,1,2,0,8370290.0
3877,2017,1,1,3,0,3050563.0
3878,2017,1,1,4,0,3491516.0
3879,2017,1,1,5,0,2972013.0
3880,2017,1,1,6,0,1943180.0
3881,2017,1,1,7,0,3739878.0
3882,2017,1,1,8,0,966147.0
3883,2017,1,1,9,0,1388579.0
3899,2017,1,2,1,0,1935279.0
3900,2017,1,2,2,0,9078674.0
3901,2017,1,2,3,0,3479682.0
3902,2017,1,2,4,0,3800427.0
3903,2017,1,2,5,0,3298784.0
3904,2017,1,2,6,0,2069177.0
3905,2017,1,2,7,0,3952080.0
3906,2017,1,2,8,0,979027.0
3907,2017,1,2,9,0,1445639.0
3923,2017,1,3,1,0,2195122.0
3924,2017,1,3,2,0,12107338.0
3925,2017,1,3,3,0,4424894.0
3926,2017,1,3,4,0,4537864.0
3927,2017,1,3,5,0,4566468.0
3928,2017,1,3,6,0,2656369.0
3929,2017,1,3,7,0,5460551.0
3930,2017,1,3,8,0,1345450.0
3931,2017,1,3,9,0,2104918.0
3947,2017,1,4,1,0,2459384.0
3948,2017,1,4,2,0,13664526.0
3949,2017,1,4,3,0,4935349.0
3950,2017,1,4,4,0,5068477.0
3951,2017,1,4,5,0,5196708.0
3952,2017,1,4,6,0,2932890.0
3953,2017,1,4,7,0,6196373.0
3954,2017,1,4,8,0,1515143.0
3955,2017,1,4,9,0,2349923.0
3971,2017,1,5,1,0,2452217.0
3972,2017,1,5,2,0,13739048.0
3973,2017,1,5,3,0,4896090.0
3974,2017,1,5,4,0,5091979.0
3975,2017,1,5,5,0,5284515.0
3976,2017,1,5,6,0,2964111.0
3977,2017,1,5,7,0,6232418.0
3978,2017,1,5,8,0,1526354.0
3979,2017,1,5,9,0,2355592.0
3995,2017,1,6,1,0,2941571.0
3996,2017,1,6,2,0,16711806.0
3997,2017,1,6,3,0,5937610.0
3998,2017,1,6,4,0,6211822.0
3999,2017,1,6,5,0,6423827.0
4000,2017,1,6,6,0,3594851.0
4001,2017,1,6,7,0,7631660.0
4002,2017,1,6,8,0,1857582.0
4003,2017,1,6,9,0,2871572.0
4019,2017,1,7,1,0,2668531.0
4020,2017,1,7,2,0,14881956.0
4021,2017,1,7,3,0,5308855.0
4022,2017,1,7,4,0,5570935.0
4023,2017,1,7,5,0,5674881.0
4024,2017,1,7,6,0,3195973.0
4025,2017,1,7,7,0,6811141.0
4026,2017,1,7,8,0,1675680.0
4027,2017,1,7,9,0,2553141.0
4043,2017,2,1,1,0,1412305.0
4044,2017,2,1,2,0,7653761.0
4045,2017,2,1,3,0,2835281.0
4046,2017,2,1,4,0,3092628.0
4047,2017,2,1,5,0,2670520.0
4048,2017,2,1,6,0,1747677.0
4049,2017,2,1,7,0,3360061.0
4050,2017,2,1,8,0,857820.0
4051,2017,2,1,9,0,1232828.0
4067,2017,2,2,1,0,2663585.0
4068,2017,2,2,2,0,11414571.0
4069,2017,2,2,3,0,4454804.0
4070,2017,2,2,4,0,4640199.0
4071,2017,2,2,5,0,4180439.0
4072,2017,2,2,6,0,2561768.0
4073,2017,2,2,7,0,4731730.0
4074,2017,2,2,8,0,1181228.0
4075,2017,2,2,9,0,1763010.0
4091,2017,2,3,1,0,2539346.0
4092,2017,2,3,2,0,14477716.0
4093,2017,2,3,3,0,5209526.0
4094,2017,2,3,4,0,5387283.0
4095,2017,2,3,5,0,5426597.0
4096,2017,2,3,6,0,3111930.0
4097,2017,2,3,7,0,6444519.0
4098,2017,2,3,8,0,1583882.0
4099,2017,2,3,9,0,2474834.0
4115,2017,2,4,1,0,2418216.0
4116,2017,2,4,2,0,13887982.0
4117,2017,2,4,3,0,4947257.0
4118,2017,2,4,4,0,5173143.0
4119,2017,2,4,5,0,5313691.0
4120,2017,2,4,6,0,2989973.0
4121,2017,2,4,7,0,6281349.0
4122,2017,2,4,8,0,1534573.0
4123,2017,2,4,9,0,2374863.0
4139,2017,2,5,1,0,2399792.0
4140,2017,2,5,2,0,13787751.0
4141,2017,2,5,3,0,4904901.0
4142,2017,2,5,4,0,5139148.0
4143,2017,2,5,5,0,5336748.0
4144,2017,2,5,6,0,2977659.0
4145,2017,2,5,7,0,6292556.0
4146,2017,2,5,8,0,1529682.0
4147,2017,2,5,9,0,2370079.0
4163,2017,2,6,1,0,2475250.0
4164,2017,2,6,2,0,14044583.0
4165,2017,2,6,3,0,5009516.0
4166,2017,2,6,4,0,5246330.0
4167,2017,2,6,5,0,5403638.0
4168,2017,2,6,6,0,3069530.0
4169,2017,2,6,7,0,6383604.0
4170,2017,2,6,8,0,1560500.0
4171,2017,2,6,9,0,2421532.0
4187,2017,2,7,1,0,2403518.0
4188,2017,2,7,2,0,13636061.0
4189,2017,2,7,3,0,4861294.0
4190,2017,2,7,4,0,5077148.0
4191,2017,2,7,5,0,5263475.0
4192,2017,2,7,6,0,2943002.0
4193,2017,2,7,7,0,6261145.0
4194,2017,2,7,8,0,1526067.0
4195,2017,2,7,9,0,2351914.0
4211,2017,3,1,1,0,1491793.0
4212,2017,3,1,2,0,7957473.0
4213,2017,3,1,3,0,2954524.0
4214,2017,3,1,4,0,3281290.0
4215,2017,3,1,5,0,2876379.0
4216,2017,3,1,6,0,1895137.0
4217,2017,3,1,7,0,3605339.0
4218,2017,3,1,8,0,895451.0
4219,2017,3,1,9,0,1288214.0
4235,2017,3,2,1,0,2517204.0
4236,2017,3,2,2,0,11552450.0
4237,2017,3,2,3,0,4483448.0
4238,2017,3,2,4,0,4856031.0
4239,2017,3,2,5,0,4284150.0
4240,2017,3,2,6,0,2699097.0
4241,2017,3,2,7,0,4961618.0
4242,2017,3,2,8,0,1202801.0
4243,2017,3,2,9,0,1805421.0
4259,2017,3,3,1,0,3249607.0
4260,2017,3,3,2,0,18460377.0
4261,2017,3,3,3,0,6797601.0
4262,2017,3,3,4,0,7189357.0
4263,2017,3,3,5,0,7115965.0
4264,2017,3,3,6,0,4217049.0
4265,2017,3,3,7,0,8451868.0
4266,2017,3,3,8,0,2081574.0
4267,2017,3,3,9,0,3177291.0
4283,2017,3,4,1,0,3039815.0
4284,2017,3,4,2,0,17539727.0
4285,2017,3,4,3,0,6351593.0
4286,2017,3,4,4,0,6931028.0
4287,2017,3,4,5,0,6904177.0
4288,2017,3,4,6,0,4057245.0
4289,2017,3,4,7,0,8301293.0
4290,2017,3,4,8,0,2035980.0
4291,2017,3,4,9,0,3014092.0
4307,2017,3,5,1,0,3051788.0
4308,2017,3,5,2,0,16199347.0
4309,2017,3,5,3,0,5928187.0
4310,2017,3,5,4,0,6546910.0
4311,2017,3,5,5,0,6452200.0
4312,2017,3,5,6,0,3797928.0
4313,2017,3,5,7,0,7589841.0
4314,2017,3,5,8,0,1892680.0
4315,2017,3,5,9,0,2757675.0
4331,2017,3,6,1,0,2413765.0
4332,2017,3,6,2,0,13973112.0
4333,2017,3,6,3,0,5052672.0
4334,2017,3,6,4,0,5542323.0
4335,2017,3,6,5,0,5536889.0
4336,2017,3,6,6,0,3299880.0
4337,2017,3,6,7,0,6685839.0
4338,2017,3,6,8,0,1635201.0
4339,2017,3,6,9,0,2425772.0
4355,2017,3,7,1,0,2389613.0
4356,2017,3,7,2,0,13629601.0
4357,2017,3,7,3,0,4953206.0
4358,2017,3,7,4,0,5386842.0
4359,2017,3,7,5,0,5446145.0
4360,2017,3,7,6,0,3189452.0
4361,2017,3,7,7,0,6596903.0
4362,2017,3,7,8,0,1599887.0
4363,2017,3,7,9,0,2382025.0
4379,2017,4,1,1,0,1845525.0
4380,2017,4,1,2,0,10303802.0
4381,2017,4,1,3,0,3710482.0
4382,2017,4,1,4,0,4116985.0
4383,2017,4,1,5,0,3891019.0
4384,2017,4,1,6,0,2363305.0
4385,2017,4,1,7,0,4737568.0
4386,2017,4,1,8,0,1270906.0
4387,2017,4,1,9,0,1801276.0
4403,2017,4,2,1,0,2821031.0
4404,2017,4,2,2,0,14290669.0
4405,2017,4,2,3,0,5404932.0
4406,2017,4,2,4,0,5845814.0
4407,2017,4,2,5,0,5492382.0
4408,2017,4,2,6,0,3322245.0
4409,2017,4,2,7,0,6295986.0
4410,2017,4,2,8,0,1577125.0
4411,2017,4,2,9,0,2490613.0
4427,2017,4,3,1,0,2527234.0
4428,2017,4,3,2,0,14724007.0
4429,2017,4,3,3,0,5386760.0
4430,2017,4,3,4,0,5716820.0
4431,2017,4,3,5,0,5782828.0
4432,2017,4,3,6,0,3361642.0
4433,2017,4,3,7,0,6814971.0
4434,2017,4,3,8,0,1705108.0
4435,2017,4,3,9,0,2608885.0
4451,2017,4,4,1,0,2411115.0
4452,2017,4,4,2,0,14050001.0
4453,2017,4,4,3,0,5083880.0
4454,2017,4,4,4,0,5514923.0
4455,2017,4,4,5,0,5592643.0
4456,2017,4,4,6,0,3256314.0
4457,2017,4,4,7,0,6643833.0
4458,2017,4,4,8,0,1641956.0
4459,2017,4,4,9,0,2470108.0
4475,2017,4,5,1,0,2400642.0
4476,2017,4,5,2,0,14016423.0
4477,2017,4,5,3,0,5116854.0
4478,2017,4,5,4,0,5541885.0
4479,2017,4,5,5,0,5654244.0
4480,2017,4,5,6,0,3288544.0
4481,2017,4,5,7,0,6689429.0
4482,2017,4,5,8,0,1669361.0
4483,2017,4,5,9,0,2472385.0
4499,2017,4,6,1,0,2367015.0
4500,2017,4,6,2,0,13831228.0
4501,2017,4,6,3,0,5009395.0
4502,2017,4,6,4,0,5475470.0
4503,2017,4,6,5,0,5585249.0
4504,2017,4,6,6,0,3227749.0
4505,2017,4,6,7,0,6653489.0
4506,2017,4,6,8,0,1645901.0
4507,2017,4,6,9,0,2451043.0
4523,2017,4,7,1,0,2349458.0
4524,2017,4,7,2,0,13527072.0
4525,2017,4,7,3,0,4938320.0
4526,2017,4,7,4,0,5334299.0
4527,2017,4,7,5,0,5517210.0
4528,2017,4,7,6,0,3166425.0
4529,2017,4,7,7,0,6572825.0
4530,2017,4,7,8,0,1623087.0
4531,2017,4,7,9,0,2415604.0
4547,2017,5,1,1,0,1463100.0
4548,2017,5,1,2,0,7999119.0
4549,2017,5,1,3,0,3000585.0
4550,2017,5,1,4,0,3268624.0
4551,2017,5,1,5,0,2924742.0
4552,2017,5,1,6,0,1902744.0
4553,2017,5,1,7,0,3731917.0
4554,2017,5,1,8,0,913481.0
4555,2017,5,1,9,0,1330018.0
4571,2017,5,2,1,0,2040745.0
4572,2017,5,2,2,0,10858053.0
4573,2017,5,2,3,0,4083090.0
4574,2017,5,2,4,0,4402130.0
4575,2017,5,2,5,0,3934390.0
4576,2017,5,2,6,0,2529663.0
4577,2017,5,2,7,0,4792874.0
4578,2017,5,2,8,0,1165856.0
4579,2017,5,2,9,0,1745657.0
4595,2017,5,3,1,0,2345847.0
4596,2017,5,3,2,0,13394171.0
4597,2017,5,3,3,0,4894343.0
4598,2017,5,3,4,0,5322942.0
4599,2017,5,3,5,0,5149353.0
4600,2017,5,3,6,0,3120927.0
4601,2017,5,3,7,0,6146710.0
4602,2017,5,3,8,0,1548062.0
4603,2017,5,3,9,0,2304803.0
4619,2017,5,4,1,0,2393439.0
4620,2017,5,4,2,0,13777334.0
4621,2017,5,4,3,0,4991790.0
4622,2017,5,4,4,0,5500889.0
4623,2017,5,4,5,0,5401314.0
4624,2017,5,4,6,0,3190808.0
4625,2017,5,4,7,0,6460795.0
4626,2017,5,4,8,0,1628242.0
4627,2017,5,4,9,0,2365380.0
4643,2017,5,5,1,0,2827438.0
4644,2017,5,5,2,0,16213245.0
4645,2017,5,5,3,0,5907531.0
4646,2017,5,5,4,0,6535942.0
4647,2017,5,5,5,0,6475305.0
4648,2017,5,5,6,0,3847116.0
4649,2017,5,5,7,0,7714457.0
4650,2017,5,5,8,0,1929745.0
4651,2017,5,5,9,0,2807658.0
4667,2017,5,6,1,0,2746056.0
4668,2017,5,6,2,0,15870789.0
4669,2017,5,6,3,0,5759299.0
4670,2017,5,6,4,0,6394881.0
4671,2017,5,6,5,0,6305528.0
4672,2017,5,6,6,0,3736745.0
4673,2017,5,6,7,0,7611687.0
4674,2017,5,6,8,0,1894523.0
4675,2017,5,6,9,0,2735954.0
4691,2017,5,7,1,0,2866183.0
4692,2017,5,7,2,0,16020932.0
4693,2017,5,7,3,0,5922709.0
4694,2017,5,7,4,0,6499932.0
4695,2017,5,7,5,0,6487453.0
4696,2017,5,7,6,0,3829590.0
4697,2017,5,7,7,0,7852960.0
4698,2017,5,7,8,0,1949069.0
4699,2017,5,7,9,0,2795383.0
4715,2017,6,1,1,0,1384538.0
4716,2017,6,1,2,0,7552009.0
4717,2017,6,1,3,0,2753019.0
4718,2017,6,1,4,0,3108807.0
4719,2017,6,1,5,0,2751158.0
4720,2017,6,1,6,0,1800838.0
4721,2017,6,1,7,0,3422019.0
4722,2017,6,1,8,0,866877.0
4723,2017,6,1,9,0,1255485.0
4739,2017,6,2,1,0,2048695.0
4740,2017,6,2,2,0,10882507.0
4741,2017,6,2,3,0,4087870.0
4742,2017,6,2,4,0,4458766.0
4743,2017,6,2,5,0,3977974.0
4744,2017,6,2,6,0,2664814.0
4745,2017,6,2,7,0,4804224.0
4746,2017,6,2,8,0,1190333.0
4747,2017,6,2,9,0,1760570.0
4763,2017,6,3,1,0,3103613.0
4764,2017,6,3,2,0,17958252.0
4765,2017,6,3,3,0,6623478.0
4766,2017,6,3,4,0,6951561.0
4767,2017,6,3,5,0,6997893.0
4768,2017,6,3,6,0,4094505.0
4769,2017,6,3,7,0,8257687.0
4770,2017,6,3,8,0,2074822.0
4771,2017,6,3,9,0,3143308.0
4787,2017,6,4,1,0,2946046.0
4788,2017,6,4,2,0,17186202.0
4789,2017,6,4,3,0,6228562.0
4790,2017,6,4,4,0,6676838.0
4791,2017,6,4,5,0,6800297.0
4792,2017,6,4,6,0,3939164.0
4793,2017,6,4,7,0,8080966.0
4794,2017,6,4,8,0,2018348.0
4795,2017,6,4,9,0,2987131.0
4811,2017,6,5,1,0,2316974.0
4812,2017,6,5,2,0,13649123.0
4813,2017,6,5,3,0,4960745.0
4814,2017,6,5,4,0,5325649.0
4815,2017,6,5,5,0,5461177.0
4816,2017,6,5,6,0,3143490.0
4817,2017,6,5,7,0,6444593.0
4818,2017,6,5,8,0,1612950.0
4819,2017,6,5,9,0,2387906.0
4835,2017,6,6,1,0,2140867.0
4836,2017,6,6,2,0,12102733.0
4837,2017,6,6,3,0,4424196.0
4838,2017,6,6,4,0,4887958.0
4839,2017,6,6,5,0,4793396.0
4840,2017,6,6,6,0,2828661.0
4841,2017,6,6,7,0,5688854.0
4842,2017,6,6,8,0,1435589.0
4843,2017,6,6,9,0,2143721.0
4859,2017,6,7,1,0,2309199.0
4860,2017,6,7,2,0,13200749.0
4861,2017,6,7,3,0,4824674.0
4862,2017,6,7,4,0,5206354.0
4863,2017,6,7,5,0,5296949.0
4864,2017,6,7,6,0,3066099.0
4865,2017,6,7,7,0,6319882.0
4866,2017,6,7,8,0,1573231.0
4867,2017,6,7,9,0,2331341.0
4883,2017,7,1,1,0,1510153.0
4884,2017,7,1,2,0,8777150.0
4885,2017,7,1,3,0,3134901.0
4886,2017,7,1,4,0,3503588.0
4887,2017,7,1,5,0,3034697.0
4888,2017,7,1,6,0,2002564.0
4889,2017,7,1,7,0,3821650.0
4890,2017,7,1,8,0,994380.0
4891,2017,7,1,9,0,1446224.0
4907,2017,7,2,1,0,2319742.0
4908,2017,7,2,2,0,12555011.0
4909,2017,7,2,3,0,4584599.0
4910,2017,7,2,4,0,5018315.0
4911,2017,7,2,5,0,4402881.0
4912,2017,7,2,6,0,2898801.0
4913,2017,7,2,7,0,5340832.0
4914,2017,7,2,8,0,1358984.0
4915,2017,7,2,9,0,1992635.0
4931,2017,7,3,1,0,2387161.0
4932,2017,7,3,2,0,14089681.0
4933,2017,7,3,3,0,5078239.0
4934,2017,7,3,4,0,5218238.0
4935,2017,7,3,5,0,5329633.0
4936,2017,7,3,6,0,3061813.0
4937,2017,7,3,7,0,6260872.0
4938,2017,7,3,8,0,1591080.0
4939,2017,7,3,9,0,2461096.0
4955,2017,7,4,1,0,2345018.0
4956,2017,7,4,2,0,13748669.0
4957,2017,7,4,3,0,4896665.0
4958,2017,7,4,4,0,5131172.0
4959,2017,7,4,5,0,5316150.0
4960,2017,7,4,6,0,3001463.0
4961,2017,7,4,7,0,6197211.0
4962,2017,7,4,8,0,1562441.0
4963,2017,7,4,9,0,2387262.0
4979,2017,7,5,1,0,2334927.0
4980,2017,7,5,2,0,13724100.0
4981,2017,7,5,3,0,4920009.0
4982,2017,7,5,4,0,5148354.0
4983,2017,7,5,5,0,5373923.0
4984,2017,7,5,6,0,3025154.0
4985,2017,7,5,7,0,6254612.0
4986,2017,7,5,8,0,1586189.0
4987,2017,7,5,9,0,2392939.0
5003,2017,7,6,1,0,2326640.0
5004,2017,7,6,2,0,13569417.0
5005,2017,7,6,3,0,4856685.0
5006,2017,7,6,4,0,5112948.0
5007,2017,7,6,5,0,5312788.0
5008,2017,7,6,6,0,2994409.0
5009,2017,7,6,7,0,6207279.0
5010,2017,7,6,8,0,1565864.0
5011,2017,7,6,9,0,2376480.0
5027,2017,7,7,1,0,2715315.0
5028,2017,7,7,2,0,15890642.0
5029,2017,7,7,3,0,5723885.0
5030,2017,7,7,4,0,5961362.0
5031,2017,7,7,5,0,6244221.0
5032,2017,7,7,6,0,3507387.0
5033,2017,7,7,7,0,7341408.0
5034,2017,7,7,8,0,1851017.0
5035,2017,7,7,9,0,2812743.0
5051,2017,8,1,1,0,1253054.0
5052,2017,8,1,2,0,7033276.0
5053,2017,8,1,3,0,2571374.0
5054,2017,8,1,4,0,2856081.0
5055,2017,8,1,5,0,2512021.0
5056,2017,8,1,6,0,1629754.0
5057,2017,8,1,7,0,3104366.0
5058,2017,8,1,8,0,802730.0
5059,2017,8,1,9,0,1179521.0
5075,2017,8,2,1,0,1864029.0
5076,2017,8,2,2,0,10063027.0
5077,2017,8,2,3,0,3724451.0
5078,2017,8,2,4,0,4032779.0
5079,2017,8,2,5,0,3602985.0
5080,2017,8,2,6,0,2285829.0
5081,2017,8,2,7,0,4327896.0
5082,2017,8,2,8,0,1098581.0
5083,2017,8,2,9,0,1625876.0
5099,2017,8,3,1,0,2387196.0
5100,2017,8,3,2,0,13808783.0
5101,2017,8,3,3,0,5018815.0
5102,2017,8,3,4,0,5144804.0
5103,2017,8,3,5,0,5236656.0
5104,2017,8,3,6,0,2995131.0
5105,2017,8,3,7,0,6086634.0
5106,2017,8,3,8,0,1556717.0
5107,2017,8,3,9,0,2417223.0
5123,2017,8,4,1,0,2811593.0
5124,2017,8,4,2,0,16436084.0
5125,2017,8,4,3,0,5898024.0
5126,2017,8,4,4,0,6171458.0
5127,2017,8,4,5,0,6376316.0
5128,2017,8,4,6,0,3680382.0
5129,2017,8,4,7,0,7423826.0
5130,2017,8,4,8,0,1882095.0
5131,2017,8,4,9,0,2871942.0
5147,2017,8,5,1,0,2803018.0
5148,2017,8,5,2,0,16431215.0
5149,2017,8,5,3,0,5889911.0
5150,2017,8,5,4,0,6167687.0
5151,2017,8,5,5,0,6436581.0
5152,2017,8,5,6,0,3610854.0
5153,2017,8,5,7,0,7464817.0
5154,2017,8,5,8,0,1908611.0
5155,2017,8,5,9,0,2883595.0
5171,2017,8,6,1,0,2599925.0
5172,2017,8,6,2,0,14887566.0
5173,2017,8,6,3,0,5328125.0
5174,2017,8,6,4,0,5697539.0
5175,2017,8,6,5,0,5749543.0
5176,2017,8,6,6,0,3270789.0
5177,2017,8,6,7,0,6719735.0
5178,2017,8,6,8,0,1729323.0
5179,2017,8,6,9,0,2604293.0
5195,2017,8,7,1,0,2197372.0
5196,2017,8,7,2,0,12605514.0
5197,2017,8,7,3,0,4551943.0
5198,2017,8,7,4,0,4753751.0
5199,2017,8,7,5,0,4945068.0
5200,2017,8,7,6,0,2777572.0
5201,2017,8,7,7,0,5811870.0
5202,2017,8,7,8,0,1478567.0
5203,2017,8,7,9,0,2237786.0
5219,2017,9,1,1,0,1457251.0
5220,2017,9,1,2,0,7722465.0
5221,2017,9,1,3,0,2908580.0
5222,2017,9,1,4,0,3116644.0
5223,2017,9,1,5,0,2856340.0
5224,2017,9,1,6,0,1865433.0
5225,2017,9,1,7,0,3492428.0
5226,2017,9,1,8,0,898907.0
5227,2017,9,1,9,0,1310236.0
5244,2017,9,2,1,0,2686293.0
5245,2017,9,2,2,0,13746426.0
5246,2017,9,2,3,0,5253235.0
5247,2017,9,2,4,0,5598921.0
5248,2017,9,2,5,0,5389367.0
5249,2017,9,2,6,0,3265841.0
5250,2017,9,2,7,0,6066935.0
5251,2017,9,2,8,0,1509276.0
5252,2017,9,2,9,0,2459840.0
5269,2017,9,3,1,0,3176623.0
5270,2017,9,3,2,0,18306083.0
5271,2017,9,3,3,0,6645773.0
5272,2017,9,3,4,0,6888500.0
5273,2017,9,3,5,0,7126711.0
5274,2017,9,3,6,0,4185508.0
5275,2017,9,3,7,0,8321933.0
5276,2017,9,3,8,0,2132175.0
5277,2017,9,3,9,0,3226264.0
5294,2017,9,4,1,0,2449276.0
5295,2017,9,4,2,0,13910053.0
5296,2017,9,4,3,0,5067799.0
5297,2017,9,4,4,0,5315608.0
5298,2017,9,4,5,0,5543303.0
5299,2017,9,4,6,0,3242900.0
5300,2017,9,4,7,0,6500436.0
5301,2017,9,4,8,0,1652447.0
5302,2017,9,4,9,0,2454175.0
5319,2017,9,5,1,0,2415660.0
5320,2017,9,5,2,0,13848823.0
5321,2017,9,5,3,0,5004496.0
5322,2017,9,5,4,0,5302320.0
5323,2017,9,5,5,0,5537418.0
5324,2017,9,5,6,0,3243154.0
5325,2017,9,5,7,0,6488924.0
5326,2017,9,5,8,0,1651009.0
5327,2017,9,5,9,0,2431785.0
5344,2017,9,6,1,0,2400646.0
5345,2017,9,6,2,0,13663891.0
5346,2017,9,6,3,0,4930409.0
5347,2017,9,6,4,0,5223939.0
5348,2017,9,6,5,0,5458763.0
5349,2017,9,6,6,0,3188115.0
5350,2017,9,6,7,0,6448609.0
5351,2017,9,6,8,0,1627888.0
5352,2017,9,6,9,0,2408454.0
5369,2017,9,7,1,0,2352317.0
5370,2017,9,7,2,0,13288373.0
5371,2017,9,7,3,0,4831624.0
5372,2017,9,7,4,0,5099729.0
5373,2017,9,7,5,0,5357863.0
5374,2017,9,7,6,0,3115163.0
5375,2017,9,7,7,0,6363863.0
5376,2017,9,7,8,0,1604291.0
5377,2017,9,7,9,0,2379264.0
5394,2017,10,1,1,0,1890169.0
5395,2017,10,1,2,0,9571608.0
5396,2017,10,1,3,0,3603110.0
5397,2017,10,1,4,0,3922774.0
5398,2017,10,1,5,0,3562133.0
5399,2017,10,1,6,0,2522220.0
5400,2017,10,1,7,0,4315187.0
5401,2017,10,1,8,0,1140378.0
5402,2017,10,1,9,0,1569241.0
5419,2017,10,2,1,0,2161434.0
5420,2017,10,2,2,0,10617699.0
5421,2017,10,2,3,0,4147982.0
5422,2017,10,2,4,0,4356566.0
5423,2017,10,2,5,0,4036459.0
5424,2017,10,2,6,0,2850643.0
5425,2017,10,2,7,0,4691130.0
5426,2017,10,2,8,0,1223697.0
5427,2017,10,2,9,0,1746410.0
5444,2017,10,3,1,0,2321273.0
5445,2017,10,3,2,0,12693317.0
5446,2017,10,3,3,0,4742509.0
5447,2017,10,3,4,0,4928013.0
5448,2017,10,3,5,0,4946195.0
5449,2017,10,3,6,0,3016770.0
5450,2017,10,3,7,0,5768396.0
5451,2017,10,3,8,0,1493818.0
5452,2017,10,3,9,0,2206041.0
5469,2017,10,4,1,0,2162851.0
5470,2017,10,4,2,0,11759678.0
5471,2017,10,4,3,0,4368775.0
